timestamp,machine_id,temperature,pressure,vibration,flow_rate,humidity,failure
2024-01-01 09:00:00,COMP_1,137.8,73.65,14.8,24.61,91.45,1
2024-01-01 15:00:00,COMP_1,71.98,33.33,2.02,54.18,52.46,0
2024-01-01 16:00:00,COMP_1,80.73,33.4,2.88,74.76,46.66,0
2024-01-01 17:00:00,COMP_1,63.04,36.13,1.77,56.98,32.0,0
2024-01-01 18:00:00,COMP_1,79.42,30.07,1.99,78.09,51.9,0
2024-01-01 19:00:00,COMP_1,66.94,42.47,0.5,50.53,45.06,0
2024-01-01 20:00:00,COMP_1,69.12,34.57,1.91,55.75,35.29,0
2024-01-01 21:00:00,COMP_1,129.38,83.86,11.96,19.46,83.61,0
2024-01-01 22:00:00,COMP_1,116.83,66.87,13.26,18.98,78.56,1
2024-01-02 04:00:00,COMP_1,75.45,38.76,1.07,56.98,35.52,0
2024-01-02 05:00:00,COMP_1,64.34,39.15,2.62,71.73,49.8,0
2024-01-02 06:00:00,COMP_1,70.12,39.12,1.39,65.77,42.04,0
2024-01-02 07:00:00,COMP_1,64.42,34.58,2.91,57.46,33.35,0
2024-01-02 08:00:00,COMP_1,70.46,41.44,1.96,70.43,34.74,0
2024-01-02 09:00:00,COMP_1,75.47,33.5,2.59,68.88,34.97,0
2024-01-02 10:00:00,COMP_1,61.62,28.72,1.43,57.98,46.15,0
2024-01-02 11:00:00,COMP_1,72.48,32.52,0.87,53.82,51.62,0
2024-01-02 12:00:00,COMP_1,66.09,39.08,2.53,68.42,51.49,0
2024-01-02 13:00:00,COMP_1,125.7,88.91,8.07,16.53,88.17,0
2024-01-02 14:00:00,COMP_1,147.71,85.22,7.61,19.19,93.61,1
2024-01-02 20:00:00,COMP_1,79.53,42.03,1.74,61.59,41.25,0
2024-01-02 21:00:00,COMP_1,65.67,43.12,1.63,76.47,32.64,0
2024-01-02 22:00:00,COMP_1,84.71,35.54,0.62,51.14,48.66,0
2024-01-02 23:00:00,COMP_1,76.48,41.64,0.76,51.07,42.71,0
2024-01-03 00:00:00,COMP_1,69.69,35.85,2.98,79.12,53.56,0
2024-01-03 01:00:00,COMP_1,79.6,34.03,1.53,66.49,50.76,0
2024-01-03 02:00:00,COMP_1,61.72,35.21,0.71,65.44,52.47,0
2024-01-03 03:00:00,COMP_1,79.56,31.87,2.94,70.02,30.26,0
2024-01-03 04:00:00,COMP_1,66.39,32.43,0.67,78.79,41.96,0
2024-01-03 05:00:00,COMP_1,145.83,73.06,8.0,22.12,77.28,0
2024-01-03 06:00:00,COMP_1,129.44,88.01,11.17,24.25,78.13,1
2024-01-03 12:00:00,COMP_1,68.46,43.78,1.06,61.17,40.8,0
2024-01-03 13:00:00,COMP_1,70.99,38.42,2.86,57.22,33.04,0
2024-01-03 14:00:00,COMP_1,64.94,43.08,2.11,58.58,50.4,0
2024-01-03 15:00:00,COMP_1,81.53,42.39,2.8,57.57,48.88,0
2024-01-03 16:00:00,COMP_1,71.51,42.31,2.32,73.29,46.4,0
2024-01-03 17:00:00,COMP_1,64.44,37.27,2.96,78.12,31.08,0
2024-01-03 18:00:00,COMP_1,64.12,30.24,2.31,74.53,35.34,0
2024-01-03 19:00:00,COMP_1,130.23,86.02,12.86,23.13,86.81,0
2024-01-03 20:00:00,COMP_1,130.33,72.44,11.52,25.33,92.47,1
2024-01-04 02:00:00,COMP_1,79.03,30.72,1.65,50.28,36.17,0
2024-01-04 03:00:00,COMP_1,78.16,44.86,0.75,62.04,50.0,0
2024-01-04 04:00:00,COMP_1,65.1,37.44,2.33,68.48,34.7,0
2024-01-04 05:00:00,COMP_1,68.88,41.32,1.89,50.16,49.02,0
2024-01-04 06:00:00,COMP_1,60.88,40.68,1.01,78.74,39.2,0
2024-01-04 07:00:00,COMP_1,68.17,30.53,1.26,76.3,54.91,0
2024-01-04 08:00:00,COMP_1,124.73,76.22,12.78,28.29,86.86,0
2024-01-04 09:00:00,COMP_1,125.66,75.32,12.56,15.05,87.39,1
2024-01-04 15:00:00,COMP_1,64.53,34.59,1.51,76.23,42.75,0
2024-01-04 16:00:00,COMP_1,78.09,29.77,1.06,71.09,31.32,0
2024-01-04 17:00:00,COMP_1,72.16,38.19,2.01,50.69,38.05,0
2024-01-04 18:00:00,COMP_1,75.91,30.53,2.24,72.38,54.55,0
2024-01-04 19:00:00,COMP_1,65.25,42.03,1.8,61.2,33.06,0
2024-01-04 20:00:00,COMP_1,78.39,32.01,1.43,51.88,50.03,0
2024-01-04 21:00:00,COMP_1,79.16,40.47,1.25,55.2,45.94,0
2024-01-04 22:00:00,COMP_1,72.4,31.03,2.21,79.73,48.68,0
2024-01-04 23:00:00,COMP_1,78.5,44.16,1.01,66.97,54.49,0
2024-01-05 00:00:00,COMP_1,116.61,82.51,11.69,23.8,88.95,0
2024-01-05 01:00:00,COMP_1,147.18,84.56,7.45,27.79,79.51,1
2024-01-05 07:00:00,COMP_1,81.05,31.16,2.51,63.75,42.07,0
2024-01-05 08:00:00,COMP_1,63.34,29.37,2.32,64.89,40.92,0
2024-01-05 09:00:00,COMP_1,78.24,41.01,0.9,68.31,33.38,0
2024-01-05 10:00:00,COMP_1,78.78,39.17,2.89,52.07,31.43,0
2024-01-05 11:00:00,COMP_1,67.05,32.45,1.12,77.19,36.24,0
2024-01-05 12:00:00,COMP_1,66.8,40.91,1.62,73.3,31.63,0
2024-01-05 13:00:00,COMP_1,72.19,28.57,0.66,77.19,33.48,0
2024-01-05 14:00:00,COMP_1,73.31,34.99,1.37,77.0,30.55,0
2024-01-05 15:00:00,COMP_1,76.59,44.38,1.9,78.1,31.31,0
2024-01-05 16:00:00,COMP_1,70.47,32.42,2.33,79.44,36.41,0
2024-01-05 17:00:00,COMP_1,136.17,69.95,11.52,21.96,94.44,0
2024-01-05 18:00:00,COMP_1,134.34,73.74,7.91,17.27,79.51,1
2024-01-06 00:00:00,COMP_1,62.22,39.62,1.86,79.42,35.69,0
2024-01-06 01:00:00,COMP_1,70.1,37.22,2.48,66.47,45.32,0
2024-01-06 02:00:00,COMP_1,65.65,42.4,1.57,54.23,46.6,0
2024-01-06 03:00:00,COMP_1,65.4,29.66,2.65,63.8,48.73,0
2024-01-06 04:00:00,COMP_1,67.26,41.38,0.78,60.68,54.45,0
2024-01-06 05:00:00,COMP_1,79.85,36.45,1.35,76.16,43.62,0
2024-01-06 06:00:00,COMP_1,78.96,40.82,0.54,53.79,46.49,0
2024-01-06 07:00:00,COMP_1,116.46,71.39,14.57,23.4,90.01,0
2024-01-06 08:00:00,COMP_1,132.32,78.81,7.75,20.15,80.65,1
2024-01-06 14:00:00,COMP_1,72.45,29.79,2.14,74.66,39.51,0
2024-01-06 15:00:00,COMP_1,79.39,44.4,1.01,65.7,37.18,0
2024-01-06 16:00:00,COMP_1,79.82,37.82,2.09,73.94,39.9,0
2024-01-06 17:00:00,COMP_1,82.88,37.06,0.89,70.88,49.83,0
2024-01-06 18:00:00,COMP_1,67.92,42.57,2.77,58.31,54.59,0
2024-01-06 19:00:00,COMP_1,63.52,31.43,0.96,76.82,46.36,0
2024-01-06 20:00:00,COMP_1,63.8,35.49,2.04,52.5,52.06,0
2024-01-06 21:00:00,COMP_1,142.14,77.63,14.74,21.27,94.68,0
2024-01-06 22:00:00,COMP_1,136.72,80.87,8.33,28.23,83.55,1
2024-01-07 04:00:00,COMP_1,77.17,29.58,0.57,74.69,35.24,0
2024-01-07 05:00:00,COMP_1,69.48,44.55,1.34,58.89,52.96,0
2024-01-07 06:00:00,COMP_1,62.77,40.91,2.97,77.04,46.29,0
2024-01-07 07:00:00,COMP_1,67.85,32.32,2.55,76.39,43.14,0
2024-01-07 08:00:00,COMP_1,66.11,29.92,0.72,71.57,40.5,0
2024-01-07 09:00:00,COMP_1,82.63,40.57,0.98,68.41,40.89,0
2024-01-07 10:00:00,COMP_1,74.43,40.55,2.52,75.31,36.35,0
2024-01-07 11:00:00,COMP_1,60.78,40.57,0.77,59.45,30.1,0
2024-01-07 12:00:00,COMP_1,137.27,69.18,12.24,29.88,76.45,0
2024-01-07 13:00:00,COMP_1,113.08,73.51,13.93,18.23,82.21,1
2024-01-07 19:00:00,COMP_1,60.83,33.17,2.13,78.15,51.78,0
2024-01-07 20:00:00,COMP_1,79.15,41.4,2.16,57.81,52.68,0
2024-01-07 21:00:00,COMP_1,76.77,37.53,0.78,63.41,41.51,0
2024-01-07 22:00:00,COMP_1,81.61,37.29,1.45,79.3,32.77,0
2024-01-07 23:00:00,COMP_1,70.56,28.71,2.35,77.54,37.0,0
2024-01-08 00:00:00,COMP_1,81.46,32.97,2.78,72.62,50.12,0
2024-01-08 01:00:00,COMP_1,60.45,44.37,2.32,59.14,50.73,0
2024-01-08 02:00:00,COMP_1,67.04,42.84,0.78,71.11,43.52,0
2024-01-08 03:00:00,COMP_1,62.41,32.11,0.53,64.06,37.53,0
2024-01-08 04:00:00,COMP_1,74.96,33.05,1.25,72.3,31.2,0
2024-01-08 05:00:00,COMP_1,146.12,86.31,12.34,23.9,92.85,0
2024-01-08 06:00:00,COMP_1,117.41,66.97,8.92,26.92,75.69,1
2024-01-08 12:00:00,COMP_1,66.69,41.42,1.93,69.76,36.31,0
2024-01-08 13:00:00,COMP_1,65.51,36.3,2.34,65.76,30.82,0
2024-01-08 14:00:00,COMP_1,81.71,29.1,2.89,50.75,47.36,0
2024-01-08 15:00:00,COMP_1,62.06,43.48,1.66,54.13,38.52,0
2024-01-08 16:00:00,COMP_1,64.12,30.9,2.87,63.36,49.72,0
2024-01-08 17:00:00,COMP_1,75.99,39.5,0.83,57.03,49.67,0
2024-01-08 18:00:00,COMP_1,84.27,32.47,1.18,64.19,54.6,0
2024-01-08 19:00:00,COMP_1,66.72,34.92,2.73,50.09,30.99,0
2024-01-08 20:00:00,COMP_1,134.16,87.68,8.91,22.04,84.01,0
2024-01-08 21:00:00,COMP_1,128.92,80.56,10.76,21.71,84.49,1
2024-01-09 03:00:00,COMP_1,72.91,28.09,0.52,56.57,30.92,0
2024-01-09 04:00:00,COMP_1,62.7,33.76,2.51,67.16,42.82,0
2024-01-09 05:00:00,COMP_1,67.34,43.84,1.49,52.61,45.43,0
2024-01-09 06:00:00,COMP_1,62.85,33.87,1.77,76.23,42.34,0
2024-01-09 07:00:00,COMP_1,77.56,44.88,0.83,58.24,39.86,0
2024-01-09 08:00:00,COMP_1,70.55,34.99,2.77,71.42,45.2,0
2024-01-09 09:00:00,COMP_1,122.37,85.59,14.64,27.32,75.03,0
2024-01-09 10:00:00,COMP_1,135.46,66.28,9.06,15.89,87.08,1
2024-01-09 16:00:00,COMP_1,66.42,39.31,2.5,69.88,32.31,0
2024-01-09 17:00:00,COMP_1,74.91,37.34,2.75,62.13,38.03,0
2024-01-09 18:00:00,COMP_1,78.75,35.02,2.12,69.39,52.2,0
2024-01-09 19:00:00,COMP_1,74.97,36.54,0.85,53.47,33.86,0
2024-01-09 20:00:00,COMP_1,64.3,38.84,2.35,65.9,50.73,0
2024-01-09 21:00:00,COMP_1,84.78,41.94,2.24,65.97,41.22,0
2024-01-09 22:00:00,COMP_1,62.11,34.79,2.78,74.24,35.4,0
2024-01-09 23:00:00,COMP_1,128.66,85.42,7.54,20.81,92.04,0
2024-01-10 00:00:00,COMP_1,126.16,66.94,11.34,27.93,86.81,1
2024-01-01 00:00:00,COMP_2,69.61,35.65,1.95,72.78,32.47,0
2024-01-01 01:00:00,COMP_2,82.24,28.21,1.43,50.82,39.82,0
2024-01-01 02:00:00,COMP_2,73.15,36.7,0.91,69.37,31.12,0
2024-01-01 03:00:00,COMP_2,79.05,44.09,1.35,65.52,39.47,0
2024-01-01 04:00:00,COMP_2,60.17,34.56,2.48,67.88,32.53,0
2024-01-01 05:00:00,COMP_2,81.18,37.03,2.6,67.41,43.99,0
2024-01-01 06:00:00,COMP_2,62.63,30.85,2.93,56.85,54.44,0
2024-01-01 07:00:00,COMP_2,131.28,68.39,7.79,18.13,93.51,0
2024-01-01 08:00:00,COMP_2,126.57,74.89,9.51,17.21,84.76,1
2024-01-01 14:00:00,COMP_2,82.5,29.97,2.89,59.42,52.21,0
2024-01-01 15:00:00,COMP_2,75.07,42.05,2.96,58.65,54.03,0
2024-01-01 16:00:00,COMP_2,69.74,34.55,1.35,66.24,33.85,0
2024-01-01 17:00:00,COMP_2,73.84,37.21,2.4,75.01,41.01,0
2024-01-01 18:00:00,COMP_2,67.56,32.41,0.99,51.73,38.56,0
2024-01-01 19:00:00,COMP_2,66.76,44.43,1.89,60.42,44.51,0
2024-01-01 20:00:00,COMP_2,63.48,35.55,2.07,64.67,40.04,0
2024-01-01 21:00:00,COMP_2,149.75,87.01,11.99,23.54,87.41,0
2024-01-01 22:00:00,COMP_2,118.05,74.88,7.32,22.13,85.86,1
2024-01-02 04:00:00,COMP_2,63.31,38.08,2.0,60.6,41.46,0
2024-01-02 05:00:00,COMP_2,60.95,40.68,1.87,51.73,47.02,0
2024-01-02 06:00:00,COMP_2,71.67,28.59,2.92,78.47,42.82,0
2024-01-02 07:00:00,COMP_2,62.34,40.83,1.73,59.07,42.29,0
2024-01-02 08:00:00,COMP_2,73.06,37.57,1.6,68.17,52.97,0
2024-01-02 09:00:00,COMP_2,69.06,40.34,2.74,63.68,41.09,0
2024-01-02 10:00:00,COMP_2,75.05,38.05,2.52,64.29,54.9,0
2024-01-02 11:00:00,COMP_2,61.49,28.05,2.1,58.95,36.01,0
2024-01-02 12:00:00,COMP_2,122.48,71.4,7.25,29.57,79.41,0
2024-01-02 13:00:00,COMP_2,139.36,84.06,14.43,15.46,92.44,1
2024-01-02 19:00:00,COMP_2,63.36,33.09,1.4,74.13,36.97,0
2024-01-02 20:00:00,COMP_2,65.27,44.28,0.52,79.93,46.92,0
2024-01-02 21:00:00,COMP_2,80.71,33.01,0.54,72.14,50.85,0
2024-01-02 22:00:00,COMP_2,78.51,30.43,2.38,73.07,46.46,0
2024-01-02 23:00:00,COMP_2,79.15,42.38,2.03,52.66,42.19,0
2024-01-03 00:00:00,COMP_2,61.94,34.93,1.52,51.98,38.72,0
2024-01-03 01:00:00,COMP_2,62.77,41.74,2.87,52.17,53.88,0
2024-01-03 02:00:00,COMP_2,130.9,72.49,7.61,22.51,90.89,0
2024-01-03 03:00:00,COMP_2,138.28,66.26,7.58,21.04,80.91,1
2024-01-03 09:00:00,COMP_2,81.59,34.82,1.23,54.57,36.65,0
2024-01-03 10:00:00,COMP_2,60.55,37.92,2.61,66.47,35.48,0
2024-01-03 11:00:00,COMP_2,60.84,31.65,1.54,72.79,34.7,0
2024-01-03 12:00:00,COMP_2,77.99,42.74,1.63,74.64,43.87,0
2024-01-03 13:00:00,COMP_2,75.93,36.95,1.66,57.04,37.58,0
2024-01-03 14:00:00,COMP_2,67.25,37.58,0.8,77.5,48.02,0
2024-01-03 15:00:00,COMP_2,70.04,30.7,2.7,74.71,48.04,0
2024-01-03 16:00:00,COMP_2,66.79,34.84,0.76,55.67,49.58,0
2024-01-03 17:00:00,COMP_2,77.88,38.09,2.74,67.5,41.67,0
2024-01-03 18:00:00,COMP_2,123.61,88.51,7.66,28.96,91.53,0
2024-01-03 19:00:00,COMP_2,115.2,79.12,13.93,23.58,93.14,1
2024-01-04 01:00:00,COMP_2,70.85,43.47,1.44,78.92,32.23,0
2024-01-04 02:00:00,COMP_2,77.18,36.39,1.47,68.98,47.6,0
2024-01-04 03:00:00,COMP_2,60.11,30.84,2.28,69.99,54.15,0
2024-01-04 04:00:00,COMP_2,79.03,44.16,2.26,58.94,32.63,0
2024-01-04 05:00:00,COMP_2,79.55,38.95,0.62,60.8,53.92,0
2024-01-04 06:00:00,COMP_2,72.51,35.36,1.64,56.27,39.22,0
2024-01-04 07:00:00,COMP_2,69.25,28.89,2.42,62.5,50.55,0
2024-01-04 08:00:00,COMP_2,81.26,31.6,2.14,64.17,52.0,0
2024-01-04 09:00:00,COMP_2,118.63,81.95,11.86,19.43,77.73,0
2024-01-04 10:00:00,COMP_2,136.07,83.46,9.53,24.67,82.9,1
2024-01-04 16:00:00,COMP_2,64.98,43.13,1.22,61.03,31.45,0
2024-01-04 17:00:00,COMP_2,62.79,36.77,1.17,75.06,30.37,0
2024-01-04 18:00:00,COMP_2,69.48,33.73,0.55,53.73,40.34,0
2024-01-04 19:00:00,COMP_2,72.32,34.87,1.83,67.85,30.25,0
2024-01-04 20:00:00,COMP_2,71.6,44.38,1.8,70.33,37.8,0
2024-01-04 21:00:00,COMP_2,79.35,41.14,1.8,79.28,33.14,0
2024-01-04 22:00:00,COMP_2,60.42,41.09,2.52,53.61,36.64,0
2024-01-04 23:00:00,COMP_2,60.44,32.99,2.43,65.54,38.7,0
2024-01-05 00:00:00,COMP_2,69.29,28.02,1.25,69.39,54.35,0
2024-01-05 01:00:00,COMP_2,81.18,28.4,2.75,73.5,49.51,0
2024-01-05 02:00:00,COMP_2,71.45,34.77,1.26,51.97,35.71,0
2024-01-05 03:00:00,COMP_2,119.86,77.1,12.98,22.11,76.16,0
2024-01-05 04:00:00,COMP_2,148.31,88.57,13.28,29.87,85.89,1
2024-01-05 10:00:00,COMP_2,79.42,31.48,2.31,68.59,52.4,0
2024-01-05 11:00:00,COMP_2,81.18,33.36,1.19,79.45,43.18,0
2024-01-05 12:00:00,COMP_2,82.66,30.79,2.11,74.3,53.68,0
2024-01-05 13:00:00,COMP_2,68.43,40.32,1.85,51.82,47.25,0
2024-01-05 14:00:00,COMP_2,77.25,43.82,1.74,56.91,31.11,0
2024-01-05 15:00:00,COMP_2,70.39,33.13,2.4,60.63,53.73,0
2024-01-05 16:00:00,COMP_2,84.06,38.56,2.82,72.83,43.67,0
2024-01-05 17:00:00,COMP_2,64.51,35.8,1.9,75.92,42.03,0
2024-01-05 18:00:00,COMP_2,82.44,39.46,0.84,79.85,43.18,0
2024-01-05 19:00:00,COMP_2,125.67,81.48,7.87,24.55,84.96,0
2024-01-05 20:00:00,COMP_2,126.27,88.83,11.18,18.29,84.18,1
2024-01-06 02:00:00,COMP_2,74.84,29.24,2.06,79.44,34.75,0
2024-01-06 03:00:00,COMP_2,79.81,43.43,2.86,78.8,43.04,0
2024-01-06 04:00:00,COMP_2,84.43,40.87,0.9,64.31,47.96,0
2024-01-06 05:00:00,COMP_2,66.18,38.89,2.17,54.88,44.13,0
2024-01-06 06:00:00,COMP_2,79.29,36.48,0.53,50.27,38.93,0
2024-01-06 07:00:00,COMP_2,83.15,31.89,2.09,56.66,38.04,0
2024-01-06 08:00:00,COMP_2,81.2,40.39,0.74,62.86,30.73,0
2024-01-06 09:00:00,COMP_2,129.24,81.56,7.95,19.33,82.96,0
2024-01-06 10:00:00,COMP_2,146.78,89.83,7.36,26.42,82.43,1
2024-01-06 16:00:00,COMP_2,62.27,28.55,0.64,63.33,36.89,0
2024-01-06 17:00:00,COMP_2,75.55,44.87,1.47,67.22,40.39,0
2024-01-06 18:00:00,COMP_2,81.18,43.34,2.69,79.23,30.69,0
2024-01-06 19:00:00,COMP_2,81.0,40.78,1.07,78.69,33.7,0
2024-01-06 20:00:00,COMP_2,76.99,31.82,1.58,71.57,44.08,0
2024-01-06 21:00:00,COMP_2,70.69,33.55,2.6,54.31,40.75,0
2024-01-06 22:00:00,COMP_2,82.59,42.38,1.5,72.89,50.58,0
2024-01-06 23:00:00,COMP_2,82.22,37.26,1.01,57.66,37.39,0
2024-01-07 00:00:00,COMP_2,74.85,28.56,2.09,60.93,37.38,0
2024-01-07 01:00:00,COMP_2,145.18,76.5,7.76,27.4,75.95,0
2024-01-07 02:00:00,COMP_2,139.07,84.35,9.82,27.37,85.31,1
2024-01-07 08:00:00,COMP_2,73.48,32.8,1.56,51.13,33.2,0
2024-01-07 09:00:00,COMP_2,79.14,28.0,1.54,65.68,31.37,0
2024-01-07 10:00:00,COMP_2,84.33,31.84,1.26,59.12,35.76,0
2024-01-07 11:00:00,COMP_2,60.04,40.4,2.92,56.73,46.58,0
2024-01-07 12:00:00,COMP_2,78.55,42.42,1.56,59.09,38.13,0
2024-01-07 13:00:00,COMP_2,77.82,41.89,0.95,61.13,52.55,0
2024-01-07 14:00:00,COMP_2,142.27,89.62,13.03,20.9,86.81,0
2024-01-07 15:00:00,COMP_2,136.44,66.96,11.36,25.64,78.35,1
2024-01-07 21:00:00,COMP_2,74.59,44.19,0.61,57.96,45.04,0
2024-01-07 22:00:00,COMP_2,67.41,40.15,2.4,53.08,42.85,0
2024-01-07 23:00:00,COMP_2,72.72,34.28,2.83,74.83,47.43,0
2024-01-08 00:00:00,COMP_2,77.86,35.85,2.8,70.84,48.22,0
2024-01-08 01:00:00,COMP_2,81.54,32.66,2.52,55.86,38.63,0
2024-01-08 02:00:00,COMP_2,68.39,44.63,2.64,71.04,48.18,0
2024-01-08 03:00:00,COMP_2,74.05,44.1,1.74,61.42,34.08,0
2024-01-08 04:00:00,COMP_2,79.66,40.49,1.46,50.76,50.97,0
2024-01-08 05:00:00,COMP_2,60.29,39.96,2.93,63.13,35.87,0
2024-01-08 06:00:00,COMP_2,77.62,41.89,1.87,79.01,31.29,0
2024-01-08 07:00:00,COMP_2,72.62,40.21,2.66,55.38,50.0,0
2024-01-08 08:00:00,COMP_2,132.11,74.91,8.05,27.98,78.15,0
2024-01-08 09:00:00,COMP_2,122.39,72.25,13.97,25.09,90.93,1
2024-01-08 15:00:00,COMP_2,75.62,37.72,2.58,77.18,30.3,0
2024-01-08 16:00:00,COMP_2,76.85,28.88,1.87,58.63,37.67,0
2024-01-08 17:00:00,COMP_2,68.82,38.56,1.34,71.98,40.11,0
2024-01-08 18:00:00,COMP_2,61.71,41.32,1.21,62.98,47.14,0
2024-01-08 19:00:00,COMP_2,68.31,28.96,1.43,78.33,46.04,0
2024-01-08 20:00:00,COMP_2,76.79,38.75,1.0,62.55,48.77,0
2024-01-08 21:00:00,COMP_2,62.53,32.72,1.19,62.96,54.51,0
2024-01-08 22:00:00,COMP_2,61.69,36.82,0.95,79.12,32.83,0
2024-01-08 23:00:00,COMP_2,70.09,40.54,2.26,62.68,38.66,0
2024-01-09 00:00:00,COMP_2,69.94,32.49,1.01,64.49,36.71,0
2024-01-09 01:00:00,COMP_2,67.19,39.16,2.92,68.11,31.92,0
2024-01-09 02:00:00,COMP_2,113.02,88.79,9.38,16.38,86.98,0
2024-01-09 03:00:00,COMP_2,134.95,81.21,9.14,15.23,94.3,1
2024-01-09 09:00:00,COMP_2,76.9,40.01,2.03,59.39,36.78,0
2024-01-09 10:00:00,COMP_2,74.94,42.72,2.87,53.18,33.87,0
2024-01-09 11:00:00,COMP_2,83.62,40.52,2.71,56.08,44.69,0
2024-01-09 12:00:00,COMP_2,77.53,39.56,1.52,50.46,44.57,0
2024-01-09 13:00:00,COMP_2,66.33,35.65,2.89,61.97,51.0,0
2024-01-09 14:00:00,COMP_2,64.71,39.43,2.94,53.06,30.21,0
2024-01-09 15:00:00,COMP_2,70.84,29.57,2.37,77.44,40.85,0
2024-01-09 16:00:00,COMP_2,66.47,35.38,2.31,50.27,44.74,0
2024-01-09 17:00:00,COMP_2,134.53,80.94,8.94,25.71,76.83,0
2024-01-09 18:00:00,COMP_2,117.97,86.94,12.91,15.21,79.97,1
2024-01-10 00:00:00,COMP_2,60.4,29.31,2.78,60.65,40.62,0
2024-01-10 01:00:00,COMP_2,65.38,38.15,1.99,61.17,38.33,0
2024-01-10 02:00:00,COMP_2,82.12,34.52,1.73,58.5,49.67,0
2024-01-10 03:00:00,COMP_2,69.94,36.73,1.13,79.63,37.29,0
2024-01-10 04:00:00,COMP_2,79.27,35.27,1.02,73.99,38.34,0
2024-01-10 05:00:00,COMP_2,81.63,43.56,2.65,51.05,49.68,0
2024-01-10 06:00:00,COMP_2,126.45,86.84,12.1,27.5,84.99,0
2024-01-10 07:00:00,COMP_2,131.4,68.61,13.27,21.29,85.0,1
2024-01-01 00:00:00,VALVE_1,60.55,33.12,1.76,51.69,42.28,0
2024-01-01 01:00:00,VALVE_1,83.18,29.79,2.41,62.29,46.38,0
2024-01-01 02:00:00,VALVE_1,66.51,30.71,0.9,52.11,34.64,0
2024-01-01 03:00:00,VALVE_1,76.61,42.99,2.54,70.55,32.76,0
2024-01-01 04:00:00,VALVE_1,67.23,33.27,1.12,65.45,43.39,0
2024-01-01 05:00:00,VALVE_1,68.92,34.01,2.57,73.68,37.69,0
2024-01-01 06:00:00,VALVE_1,82.84,44.2,1.32,60.63,42.64,0
2024-01-01 07:00:00,VALVE_1,147.64,86.91,7.82,20.89,86.07,0
2024-01-01 08:00:00,VALVE_1,130.13,69.85,13.87,25.15,91.76,1
2024-01-01 14:00:00,VALVE_1,70.36,28.23,1.24,63.78,40.28,0
2024-01-01 15:00:00,VALVE_1,78.05,34.54,1.72,62.89,48.52,0
2024-01-01 16:00:00,VALVE_1,81.57,37.04,2.47,58.9,43.53,0
2024-01-01 17:00:00,VALVE_1,68.63,35.04,2.33,76.45,33.04,0
2024-01-01 18:00:00,VALVE_1,75.87,37.9,0.8,56.36,37.78,0
2024-01-01 19:00:00,VALVE_1,64.17,32.14,1.17,60.07,48.73,0
2024-01-01 20:00:00,VALVE_1,74.3,44.77,1.54,72.62,51.79,0
2024-01-01 21:00:00,VALVE_1,76.97,35.0,2.38,56.11,38.19,0
2024-01-01 22:00:00,VALVE_1,131.87,79.39,7.18,29.18,88.93,0
2024-01-01 23:00:00,VALVE_1,129.83,88.33,10.51,29.71,85.25,1
2024-01-02 05:00:00,VALVE_1,69.8,43.23,1.01,65.23,40.48,0
2024-01-02 06:00:00,VALVE_1,60.45,41.48,0.67,64.23,44.02,0
2024-01-02 07:00:00,VALVE_1,75.71,39.71,1.13,50.3,48.09,0
2024-01-02 08:00:00,VALVE_1,73.39,42.21,2.55,75.3,42.13,0
2024-01-02 09:00:00,VALVE_1,68.34,41.46,1.63,55.5,51.37,0
2024-01-02 10:00:00,VALVE_1,82.06,35.93,0.69,61.63,50.09,0
2024-01-02 11:00:00,VALVE_1,82.54,31.46,0.67,76.32,39.74,0
2024-01-02 12:00:00,VALVE_1,73.54,44.46,0.67,69.45,31.85,0
2024-01-02 13:00:00,VALVE_1,69.39,41.66,1.58,79.92,43.98,0
2024-01-02 14:00:00,VALVE_1,68.03,31.74,1.38,61.18,31.72,0
2024-01-02 15:00:00,VALVE_1,124.78,76.61,12.78,24.85,89.18,0
2024-01-02 16:00:00,VALVE_1,110.33,70.44,12.29,22.26,75.11,1
2024-01-02 22:00:00,VALVE_1,62.38,29.76,0.62,67.43,40.65,0
2024-01-02 23:00:00,VALVE_1,73.7,36.86,1.38,70.32,48.96,0
2024-01-03 00:00:00,VALVE_1,60.37,31.52,2.28,61.6,46.56,0
2024-01-03 01:00:00,VALVE_1,68.67,34.64,0.9,57.75,45.14,0
2024-01-03 02:00:00,VALVE_1,70.83,41.16,2.63,66.25,48.96,0
2024-01-03 03:00:00,VALVE_1,67.67,35.05,2.28,61.59,44.71,0
2024-01-03 04:00:00,VALVE_1,64.63,38.2,2.65,76.06,48.11,0
2024-01-03 05:00:00,VALVE_1,78.64,37.48,1.96,54.01,41.1,0
2024-01-03 06:00:00,VALVE_1,71.27,44.29,1.58,66.48,43.33,0
2024-01-03 07:00:00,VALVE_1,135.47,83.71,8.8,22.93,91.52,0
2024-01-03 08:00:00,VALVE_1,128.52,71.96,12.24,27.36,76.26,1
2024-01-03 14:00:00,VALVE_1,80.37,41.23,2.4,55.63,32.21,0
2024-01-03 15:00:00,VALVE_1,77.47,34.26,1.58,50.93,36.49,0
2024-01-03 16:00:00,VALVE_1,60.84,42.95,1.11,66.72,30.97,0
2024-01-03 17:00:00,VALVE_1,76.67,33.49,2.74,76.64,38.13,0
2024-01-03 18:00:00,VALVE_1,82.52,44.93,2.56,75.35,36.23,0
